usage_id,customer_id,service_type,month_year,gb_used,minutes_used
1948,CUST0110,Internet,2023-09-28,4.96,510
1949,CUST0110,Streaming,2023-01-01,9.09,1175
1950,CUST0110,Streaming,2023-01-31,60.97,676
1951,CUST0110,Streaming,2023-03-02,11.91,1551
1952,CUST0110,Streaming,2023-04-01,26.15,1352
1953,CUST0110,Streaming,2023-05-01,67.17,1333
1954,CUST0110,Streaming,2023-05-31,53.03,842
1955,CUST0110,Streaming,2023-06-30,71.4,1227
1956,CUST0110,Streaming,2023-07-30,27.08,1073
1957,CUST0110,Streaming,2023-08-29,76.8,1965
1958,CUST0110,Streaming,2023-09-28,16.91,1458
1959,CUST0111,Phone,2023-01-01,4.2,1389
1960,CUST0111,Phone,2023-01-31,43.19,352
1961,CUST0111,Phone,2023-03-02,34.44,1281
1962,CUST0111,Phone,2023-04-01,18.54,1190
1963,CUST0111,Phone,2023-05-01,33.83,1586
1964,CUST0111,Phone,2023-05-31,14.36,200
1965,CUST0111,Phone,2023-06-30,72.83,935
1966,CUST0111,Internet,2023-01-01,27.5,1866
1967,CUST0111,Internet,2023-01-31,56.02,191
1968,CUST0111,Internet,2023-03-02,10.84,208
1969,CUST0111,Internet,2023-04-01,11.55,1935
1970,CUST0111,Internet,2023-05-01,63.17,1558
1971,CUST0111,Internet,2023-05-31,33.98,1345
1972,CUST0111,Internet,2023-06-30,61.72,377
1973,CUST0111,Streaming,2023-01-01,23.7,1697
1974,CUST0111,Streaming,2023-01-31,15.44,565
1975,CUST0111,Streaming,2023-03-02,24.05,1725
1976,CUST0111,Streaming,2023-04-01,45.22,129
1977,CUST0111,Streaming,2023-05-01,14.65,1411
1978,CUST0111,Streaming,2023-05-31,2.4,846
1979,CUST0111,Streaming,2023-06-30,69.61,1900
1980,CUST0112,Internet,2023-01-01,59.43,797
1981,CUST0112,Internet,2023-01-31,75.77,888
1982,CUST0112,Internet,2023-03-02,62.42,279
1983,CUST0112,Internet,2023-04-01,5.62,1286
1984,CUST0112,Internet,2023-05-01,50.84,1219
1985,CUST0112,Internet,2023-05-31,19.09,464
1986,CUST0112,Internet,2023-06-30,8.02,899
1987,CUST0113,Phone,2023-01-01,53.14,511
1988,CUST0113,Phone,2023-01-31,77.06,217
1989,CUST0113,Phone,2023-03-02,66.0,690
1990,CUST0113,Phone,2023-04-01,66.18,206
1991,CUST0113,Internet,2023-01-01,26.84,489
1992,CUST0113,Internet,2023-01-31,26.53,968
1993,CUST0113,Internet,2023-03-02,59.49,1033
1994,CUST0113,Internet,2023-04-01,34.05,703
1995,CUST0113,Streaming,2023-01-01,40.97,1196
1996,CUST0113,Streaming,2023-01-31,49.66,1432
1997,CUST0113,Streaming,2023-03-02,69.06,1833
1998,CUST0113,Streaming,2023-04-01,60.99,1309
1999,CUST0114,Phone,2023-01-01,72.59,398
2000,CUST0114,Phone,2023-01-31,71.17,886
2001,CUST0114,Phone,2023-03-02,65.0,221
2002,CUST0114,Phone,2023-04-01,9.55,637
2003,CUST0114,Phone,2023-05-01,77.03,1361
2004,CUST0114,Phone,2023-05-31,62.09,591
2005,CUST0114,Phone,2023-06-30,33.03,1024
2006,CUST0114,Phone,2023-07-30,20.22,1167
2007,CUST0114,Internet,2023-01-01,12.51,222
2008,CUST0114,Internet,2023-01-31,62.16,429
2009,CUST0114,Internet,2023-03-02,39.28,422
2010,CUST0114,Internet,2023-04-01,48.22,1212
2011,CUST0114,Internet,2023-05-01,41.15,893
2012,CUST0114,Internet,2023-05-31,73.33,638
2013,CUST0114,Internet,2023-06-30,39.94,1817
2014,CUST0114,Internet,2023-07-30,61.09,1363
2015,CUST0114,Streaming,2023-01-01,65.39,1626
2016,CUST0114,Streaming,2023-01-31,22.52,776
2017,CUST0114,Streaming,2023-03-02,61.76,1643
2018,CUST0114,Streaming,2023-04-01,22.68,1462
2019,CUST0114,Streaming,2023-05-01,30.78,1085
2020,CUST0114,Streaming,2023-05-31,70.25,1737
2021,CUST0114,Streaming,2023-06-30,10.78,1292
2022,CUST0114,Streaming,2023-07-30,24.88,1384
2023,CUST0115,Phone,2023-01-01,36.21,310
2024,CUST0115,Phone,2023-01-31,31.89,1885
2025,CUST0115,Phone,2023-03-02,75.6,1605
2026,CUST0115,Phone,2023-04-01,15.32,1683
2027,CUST0115,Phone,2023-05-01,7.56,105
2028,CUST0115,Phone,2023-05-31,13.5,1991
2029,CUST0115,Phone,2023-06-30,10.07,424
2030,CUST0116,Internet,2023-01-01,9.89,426
2031,CUST0116,Internet,2023-01-31,73.16,860
2032,CUST0116,Internet,2023-03-02,77.92,1136
2033,CUST0116,Internet,2023-04-01,12.26,464
2034,CUST0116,Internet,2023-05-01,77.5,1983
2035,CUST0116,Internet,2023-05-31,77.82,172
2036,CUST0116,Internet,2023-06-30,44.62,1748
2037,CUST0116,Internet,2023-07-30,75.9,373
2038,CUST0116,Internet,2023-08-29,45.8,1984
2039,CUST0116,Streaming,2023-01-01,61.64,1133
2040,CUST0116,Streaming,2023-01-31,44.42,642
2041,CUST0116,Streaming,2023-03-02,30.69,1884
2042,CUST0116,Streaming,2023-04-01,49.83,881
2043,CUST0116,Streaming,2023-05-01,53.63,1010
2044,CUST0116,Streaming,2023-05-31,77.51,1841
2045,CUST0116,Streaming,2023-06-30,72.64,1834
2046,CUST0116,Streaming,2023-07-30,48.79,1915
2047,CUST0116,Streaming,2023-08-29,24.19,1097
2048,CUST0117,Phone,2023-01-01,39.45,306
2049,CUST0117,Phone,2023-01-31,14.71,615
2050,CUST0117,Phone,2023-03-02,68.56,1892
2051,CUST0117,Phone,2023-04-01,66.99,494
2052,CUST0117,Phone,2023-05-01,27.01,1697
2053,CUST0117,Phone,2023-05-31,21.81,1691
2054,CUST0117,Phone,2023-06-30,5.42,339
2055,CUST0117,Phone,2023-07-30,74.15,1388
2056,CUST0117,Phone,2023-08-29,21.99,169
2057,CUST0117,Phone,2023-09-28,65.73,297
2058,CUST0117,Phone,2023-10-28,2.03,667
2059,CUST0117,Internet,2023-01-01,60.1,904
2060,CUST0117,Internet,2023-01-31,16.94,981
2061,CUST0117,Internet,2023-03-02,36.94,739
2062,CUST0117,Internet,2023-04-01,29.69,424
2063,CUST0117,Internet,2023-05-01,11.84,387
2064,CUST0117,Internet,2023-05-31,52.04,1066
2065,CUST0117,Internet,2023-06-30,4.32,813
2066,CUST0117,Internet,2023-07-30,70.25,1025
2067,CUST0117,Internet,2023-08-29,35.66,1520
2068,CUST0117,Internet,2023-09-28,61.15,338
2069,CUST0117,Internet,2023-10-28,53.4,124
2070,CUST0117,Streaming,2023-01-01,6.18,1694
2071,CUST0117,Streaming,2023-01-31,70.72,456
2072,CUST0117,Streaming,2023-03-02,18.21,1281
2073,CUST0117,Streaming,2023-04-01,68.82,1171
2074,CUST0117,Streaming,2023-05-01,24.11,1554
2075,CUST0117,Streaming,2023-05-31,45.28,367
2076,CUST0117,Streaming,2023-06-30,58.35,1001
2077,CUST0117,Streaming,2023-07-30,10.28,892
2078,CUST0117,Streaming,2023-08-29,52.14,589
2079,CUST0117,Streaming,2023-09-28,78.3,148
2080,CUST0117,Streaming,2023-10-28,52.95,512
2081,CUST0118,Phone,2023-01-01,51.87,1268
2082,CUST0118,Phone,2023-01-31,35.56,519
2083,CUST0118,Internet,2023-01-01,31.14,1684
2084,CUST0118,Internet,2023-01-31,5.17,1015
2085,CUST0118,Streaming,2023-01-01,22.02,1678
2086,CUST0118,Streaming,2023-01-31,25.21,1063
2087,CUST0119,Internet,2023-01-01,4.43,145
2088,CUST0119,Streaming,2023-01-01,36.46,516
2089,CUST0120,Phone,2023-01-01,30.28,329
2090,CUST0120,Phone,2023-01-31,54.14,1827
2091,CUST0120,Phone,2023-03-02,5.06,1729
2092,CUST0120,Phone,2023-04-01,11.35,187
2093,CUST0120,Phone,2023-05-01,76.02,1849
2094,CUST0120,Phone,2023-05-31,20.14,1505
2095,CUST0120,Phone,2023-06-30,39.62,1696
2096,CUST0120,Phone,2023-07-30,18.21,1942
2097,CUST0120,Phone,2023-08-29,17.12,173
2098,CUST0120,Phone,2023-09-28,53.6,1666
2099,CUST0120,Phone,2023-10-28,16.75,913
2100,CUST0120,Streaming,2023-01-01,46.94,1283
2101,CUST0120,Streaming,2023-01-31,69.21,336
2102,CUST0120,Streaming,2023-03-02,6.39,1952
2103,CUST0120,Streaming,2023-04-01,29.48,1581
2104,CUST0120,Streaming,2023-05-01,63.12,1895
2105,CUST0120,Streaming,2023-05-31,22.94,1882
2106,CUST0120,Streaming,2023-06-30,76.92,1838
2107,CUST0120,Streaming,2023-07-30,75.64,1415
2108,CUST0120,Streaming,2023-08-29,66.72,1754
2109,CUST0120,Streaming,2023-09-28,40.17,592
2110,CUST0120,Streaming,2023-10-28,12.0,1862
2111,CUST0121,Phone,2023-01-01,50.33,216
2112,CUST0121,Phone,2023-01-31,57.12,214
2113,CUST0121,Phone,2023-03-02,45.42,913
2114,CUST0121,Phone,2023-04-01,5.29,743
2115,CUST0121,Phone,2023-05-01,14.65,1021
2116,CUST0121,Phone,2023-05-31,7.93,246
2117,CUST0121,Phone,2023-06-30,78.82,784
2118,CUST0121,Phone,2023-07-30,57.9,474
2119,CUST0121,Phone,2023-08-29,70.28,603
2120,CUST0122,Phone,2023-01-01,37.4,967
2121,CUST0122,Phone,2023-01-31,32.43,1445
2122,CUST0122,Phone,2023-03-02,39.45,1289
2123,CUST0122,Phone,2023-04-01,14.02,1772
2124,CUST0122,Phone,2023-05-01,47.17,1312
2125,CUST0122,Phone,2023-05-31,10.24,478
2126,CUST0122,Phone,2023-06-30,54.59,463
2127,CUST0122,Phone,2023-07-30,25.25,737
2128,CUST0122,Phone,2023-08-29,49.13,1948
2129,CUST0122,Phone,2023-09-28,22.52,1595
2130,CUST0122,Phone,2023-10-28,43.13,1111
2131,CUST0122,Phone,2023-11-27,21.58,106
2132,CUST0122,Internet,2023-01-01,8.96,665
2133,CUST0122,Internet,2023-01-31,15.63,1973
2134,CUST0122,Internet,2023-03-02,67.62,869
2135,CUST0122,Internet,2023-04-01,55.62,1326
2136,CUST0122,Internet,2023-05-01,24.07,1585
2137,CUST0122,Internet,2023-05-31,78.12,1540
2138,CUST0122,Internet,2023-06-30,29.19,490
2139,CUST0122,Internet,2023-07-30,52.69,787
2140,CUST0122,Internet,2023-08-29,65.2,146
2141,CUST0122,Internet,2023-09-28,45.68,718
2142,CUST0122,Internet,2023-10-28,65.38,1972
2143,CUST0122,Internet,2023-11-27,71.81,233
2144,CUST0122,Streaming,2023-01-01,55.79,940
2145,CUST0122,Streaming,2023-01-31,7.12,706
2146,CUST0122,Streaming,2023-03-02,13.74,665
2147,CUST0122,Streaming,2023-04-01,33.55,1064
2148,CUST0122,Streaming,2023-05-01,47.64,1182
2149,CUST0122,Streaming,2023-05-31,54.23,925
2150,CUST0122,Streaming,2023-06-30,27.95,1692
2151,CUST0122,Streaming,2023-07-30,48.58,1213
2152,CUST0122,Streaming,2023-08-29,35.83,656
2153,CUST0122,Streaming,2023-09-28,21.82,632
2154,CUST0122,Streaming,2023-10-28,25.78,151
2155,CUST0122,Streaming,2023-11-27,44.39,1190
2156,CUST0123,Phone,2023-01-01,8.7,877
2157,CUST0123,Internet,2023-01-01,50.07,1074
2158,CUST0124,Phone,2023-01-01,16.67,127
2159,CUST0124,Phone,2023-01-31,34.43,1174
2160,CUST0124,Phone,2023-03-02,45.24,690
2161,CUST0124,Phone,2023-04-01,9.85,685
2162,CUST0124,Phone,2023-05-01,53.77,283
2163,CUST0124,Internet,2023-01-01,56.83,228
2164,CUST0124,Internet,2023-01-31,37.89,600
2165,CUST0124,Internet,2023-03-02,35.67,1694
2166,CUST0124,Internet,2023-04-01,3.8,1766
2167,CUST0124,Internet,2023-05-01,42.6,566
2168,CUST0124,Streaming,2023-01-01,19.75,1540
2169,CUST0124,Streaming,2023-01-31,4.74,1088
2170,CUST0124,Streaming,2023-03-02,51.86,487
2171,CUST0124,Streaming,2023-04-01,37.16,1854
2172,CUST0124,Streaming,2023-05-01,76.54,275
2173,CUST0125,Phone,2023-01-01,67.7,1356
2174,CUST0125,Phone,2023-01-31,21.97,376
2175,CUST0125,Phone,2023-03-02,67.02,1858
2176,CUST0125,Internet,2023-01-01,43.84,140
2177,CUST0125,Internet,2023-01-31,37.77,393
2178,CUST0125,Internet,2023-03-02,49.11,640
2179,CUST0125,Streaming,2023-01-01,79.91,1951
2180,CUST0125,Streaming,2023-01-31,78.73,1879
2181,CUST0125,Streaming,2023-03-02,19.57,1270
2182,CUST0126,Phone,2023-01-01,67.95,990
2183,CUST0126,Internet,2023-01-01,30.73,243
2184,CUST0126,Streaming,2023-01-01,45.48,1097
2185,CUST0127,Phone,2023-01-01,67.09,1430
2186,CUST0127,Streaming,2023-01-01,49.91,1540
2187,CUST0128,Phone,2023-01-01,65.8,1833
2188,CUST0128,Internet,2023-01-01,26.06,1154
2189,CUST0128,Streaming,2023-01-01,41.99,657
2190,CUST0129,Phone,2023-01-01,40.78,1773
2191,CUST0129,Internet,2023-01-01,12.93,1676
2192,CUST0130,Phone,2023-01-01,9.42,663
2193,CUST0130,Phone,2023-01-31,12.78,1535
2194,CUST0130,Phone,2023-03-02,8.32,1744
2195,CUST0130,Internet,2023-01-01,33.48,836
2196,CUST0130,Internet,2023-01-31,70.46,347
2197,CUST0130,Internet,2023-03-02,76.99,166
2198,CUST0130,Streaming,2023-01-01,70.93,1450
2199,CUST0130,Streaming,2023-01-31,10.53,569
2200,CUST0130,Streaming,2023-03-02,56.08,762
2201,CUST0131,Internet,2023-01-01,69.17,411
2202,CUST0131,Internet,2023-01-31,49.08,1220
2203,CUST0131,Internet,2023-03-02,68.32,1760
2204,CUST0131,Internet,2023-04-01,54.16,231
2205,CUST0131,Internet,2023-05-01,66.97,1028
2206,CUST0131,Internet,2023-05-31,23.55,1929
2207,CUST0131,Internet,2023-06-30,45.43,1917
2208,CUST0131,Internet,2023-07-30,55.15,1162
2209,CUST0131,Internet,2023-08-29,27.5,1597
2210,CUST0131,Internet,2023-09-28,45.8,299
2211,CUST0131,Internet,2023-10-28,67.28,1016
2212,CUST0131,Internet,2023-11-27,40.52,1371
2213,CUST0131,Streaming,2023-01-01,10.8,1210
2214,CUST0131,Streaming,2023-01-31,40.09,898
2215,CUST0131,Streaming,2023-03-02,24.25,111
2216,CUST0131,Streaming,2023-04-01,60.37,940
2217,CUST0131,Streaming,2023-05-01,6.4,1238
2218,CUST0131,Streaming,2023-05-31,58.25,205
2219,CUST0131,Streaming,2023-06-30,45.71,1595
2220,CUST0131,Streaming,2023-07-30,74.63,992
2221,CUST0131,Streaming,2023-08-29,49.79,580
2222,CUST0131,Streaming,2023-09-28,23.38,1580
2223,CUST0131,Streaming,2023-10-28,51.96,810
2224,CUST0131,Streaming,2023-11-27,23.23,1144
2225,CUST0132,Phone,2023-01-01,67.2,1017
2226,CUST0132,Phone,2023-01-31,41.02,515
2227,CUST0132,Phone,2023-03-02,40.4,184
2228,CUST0132,Internet,2023-01-01,63.55,567
2229,CUST0132,Internet,2023-01-31,66.49,1096
2230,CUST0132,Internet,2023-03-02,32.71,572
2231,CUST0133,Phone,2023-01-01,6.77,1873
2232,CUST0133,Internet,2023-01-01,34.6,1868
2233,CUST0134,Streaming,2023-01-01,76.98,628
2234,CUST0134,Streaming,2023-01-31,62.8,585
2235,CUST0134,Streaming,2023-03-02,75.46,1207
2236,CUST0134,Streaming,2023-04-01,56.91,406
2237,CUST0134,Streaming,2023-05-01,46.67,539
2238,CUST0134,Streaming,2023-05-31,53.63,363
2239,CUST0134,Streaming,2023-06-30,43.39,520
2240,CUST0134,Streaming,2023-07-30,37.07,1092
2241,CUST0134,Streaming,2023-08-29,44.32,103
2242,CUST0134,Streaming,2023-09-28,43.23,1085
2243,CUST0135,Phone,2023-01-01,4.23,1160
2244,CUST0135,Phone,2023-01-31,10.84,1924
2245,CUST0135,Phone,2023-03-02,24.83,480
2246,CUST0135,Phone,2023-04-01,71.74,443
2247,CUST0135,Phone,2023-05-01,66.91,1692
2248,CUST0135,Phone,2023-05-31,66.01,441
2249,CUST0135,Phone,2023-06-30,9.34,1751
2250,CUST0135,Phone,2023-07-30,44.3,1905
2251,CUST0135,Internet,2023-01-01,57.12,1715
2252,CUST0135,Internet,2023-01-31,2.65,1825
2253,CUST0135,Internet,2023-03-02,19.45,1983
2254,CUST0135,Internet,2023-04-01,57.72,1971
2255,CUST0135,Internet,2023-05-01,51.17,196
2256,CUST0135,Internet,2023-05-31,54.4,760
2257,CUST0135,Internet,2023-06-30,58.17,108
2258,CUST0135,Internet,2023-07-30,11.37,372
2259,CUST0135,Streaming,2023-01-01,40.16,1936
2260,CUST0135,Streaming,2023-01-31,34.56,1760
2261,CUST0135,Streaming,2023-03-02,42.71,1636
2262,CUST0135,Streaming,2023-04-01,36.66,1932
2263,CUST0135,Streaming,2023-05-01,67.52,542
2264,CUST0135,Streaming,2023-05-31,68.31,788
2265,CUST0135,Streaming,2023-06-30,11.17,438
2266,CUST0135,Streaming,2023-07-30,65.21,1259
2267,CUST0136,Phone,2023-01-01,20.04,605
2268,CUST0136,Phone,2023-01-31,23.92,779
2269,CUST0136,Phone,2023-03-02,15.73,789
2270,CUST0136,Internet,2023-01-01,47.26,1668
2271,CUST0136,Internet,2023-01-31,73.33,992
2272,CUST0136,Internet,2023-03-02,54.28,883
2273,CUST0136,Streaming,2023-01-01,62.18,594
2274,CUST0136,Streaming,2023-01-31,28.24,1770
2275,CUST0136,Streaming,2023-03-02,49.0,536
2276,CUST0137,Phone,2023-01-01,67.57,1785
2277,CUST0137,Phone,2023-01-31,21.13,919
2278,CUST0137,Phone,2023-03-02,51.81,687
2279,CUST0137,Phone,2023-04-01,60.06,1699
2280,CUST0137,Phone,2023-05-01,77.01,1392
2281,CUST0137,Phone,2023-05-31,69.16,1896
2282,CUST0137,Phone,2023-06-30,9.2,1894
2283,CUST0137,Phone,2023-07-30,55.87,476
2284,CUST0137,Phone,2023-08-29,55.12,1563
2285,CUST0137,Internet,2023-01-01,71.4,588
2286,CUST0137,Internet,2023-01-31,33.68,1152
2287,CUST0137,Internet,2023-03-02,60.55,1735
2288,CUST0137,Internet,2023-04-01,5.19,1179
2289,CUST0137,Internet,2023-05-01,27.4,166
2290,CUST0137,Internet,2023-05-31,67.35,934
2291,CUST0137,Internet,2023-06-30,5.42,1729
2292,CUST0137,Internet,2023-07-30,10.15,1056
2293,CUST0137,Internet,2023-08-29,6.39,1689
2294,CUST0137,Streaming,2023-01-01,71.73,1968
2295,CUST0137,Streaming,2023-01-31,27.95,1733
2296,CUST0137,Streaming,2023-03-02,29.75,1352
2297,CUST0137,Streaming,2023-04-01,14.85,867
2298,CUST0137,Streaming,2023-05-01,51.94,985
2299,CUST0137,Streaming,2023-05-31,17.61,1324
2300,CUST0137,Streaming,2023-06-30,55.46,1603
2301,CUST0137,Streaming,2023-07-30,7.63,856
2302,CUST0137,Streaming,2023-08-29,71.46,1294
2303,CUST0138,Internet,2023-01-01,60.69,1588
2304,CUST0138,Internet,2023-01-31,16.81,1496
2305,CUST0138,Internet,2023-03-02,54.21,1248
2306,CUST0138,Internet,2023-04-01,14.2,353
2307,CUST0138,Internet,2023-05-01,4.99,827
2308,CUST0138,Internet,2023-05-31,67.66,168
2309,CUST0138,Internet,2023-06-30,41.03,1708
2310,CUST0138,Internet,2023-07-30,54.36,1331
2311,CUST0138,Streaming,2023-01-01,58.67,365
2312,CUST0138,Streaming,2023-01-31,69.94,1330
2313,CUST0138,Streaming,2023-03-02,61.66,1411
2314,CUST0138,Streaming,2023-04-01,45.79,721
2315,CUST0138,Streaming,2023-05-01,78.0,309
2316,CUST0138,Streaming,2023-05-31,42.38,253
2317,CUST0138,Streaming,2023-06-30,74.87,1476
2318,CUST0138,Streaming,2023-07-30,77.25,1200
2319,CUST0139,Phone,2023-01-01,6.17,1254
2320,CUST0139,Internet,2023-01-01,15.45,839
2321,CUST0139,Streaming,2023-01-01,49.96,1355
2322,CUST0140,Phone,2023-01-01,9.31,458
2323,CUST0140,Phone,2023-01-31,23.24,526
2324,CUST0140,Phone,2023-03-02,26.31,585
2325,CUST0140,Internet,2023-01-01,58.08,1536
2326,CUST0140,Internet,2023-01-31,7.64,988
2327,CUST0140,Internet,2023-03-02,13.04,358
2328,CUST0140,Streaming,2023-01-01,48.25,242
2329,CUST0140,Streaming,2023-01-31,11.89,846
2330,CUST0140,Streaming,2023-03-02,34.33,189
2331,CUST0141,Phone,2023-01-01,22.64,1200
2332,CUST0141,Phone,2023-01-31,79.74,584
2333,CUST0141,Phone,2023-03-02,4.62,1722
2334,CUST0141,Phone,2023-04-01,29.71,1575
2335,CUST0141,Internet,2023-01-01,64.07,438
2336,CUST0141,Internet,2023-01-31,45.23,999
2337,CUST0141,Internet,2023-03-02,39.4,706
2338,CUST0141,Internet,2023-04-01,67.58,1176
2339,CUST0142,Internet,2023-01-01,20.49,921
2340,CUST0142,Internet,2023-01-31,47.39,1986
2341,CUST0142,Internet,2023-03-02,76.42,1150
2342,CUST0142,Internet,2023-04-01,56.23,1488
2343,CUST0142,Internet,2023-05-01,51.9,1429
2344,CUST0142,Internet,2023-05-31,33.78,1380
2345,CUST0142,Internet,2023-06-30,2.42,1145
2346,CUST0142,Streaming,2023-01-01,46.23,549
2347,CUST0142,Streaming,2023-01-31,12.9,1171
2348,CUST0142,Streaming,2023-03-02,34.88,820
2349,CUST0142,Streaming,2023-04-01,74.83,206
2350,CUST0142,Streaming,2023-05-01,64.91,1209
2351,CUST0142,Streaming,2023-05-31,13.01,1579
2352,CUST0142,Streaming,2023-06-30,32.04,997
2353,CUST0143,Phone,2023-01-01,45.98,701
2354,CUST0143,Phone,2023-01-31,18.27,639
2355,CUST0143,Phone,2023-03-02,47.23,123
2356,CUST0143,Phone,2023-04-01,49.09,1608
2357,CUST0143,Phone,2023-05-01,12.41,322
2358,CUST0143,Phone,2023-05-31,25.5,899
2359,CUST0143,Streaming,2023-01-01,31.44,1573
2360,CUST0143,Streaming,2023-01-31,15.36,591
2361,CUST0143,Streaming,2023-03-02,3.07,909
2362,CUST0143,Streaming,2023-04-01,53.67,1372
2363,CUST0143,Streaming,2023-05-01,36.77,1287
2364,CUST0143,Streaming,2023-05-31,12.0,575
2365,CUST0144,Phone,2023-01-01,21.28,1440
2366,CUST0144,Phone,2023-01-31,54.24,444
2367,CUST0144,Phone,2023-03-02,70.77,1193
2368,CUST0144,Phone,2023-04-01,45.64,691
2369,CUST0144,Phone,2023-05-01,49.88,555
2370,CUST0144,Phone,2023-05-31,47.02,910
2371,CUST0144,Streaming,2023-01-01,57.64,1692
2372,CUST0144,Streaming,2023-01-31,78.64,533
2373,CUST0144,Streaming,2023-03-02,24.04,1690
2374,CUST0144,Streaming,2023-04-01,67.55,1904
2375,CUST0144,Streaming,2023-05-01,58.08,929
2376,CUST0144,Streaming,2023-05-31,38.66,1145
2377,CUST0145,Internet,2023-01-01,25.29,1640
2378,CUST0145,Streaming,2023-01-01,28.07,1626
2379,CUST0146,Phone,2023-01-01,28.6,1706
2380,CUST0146,Phone,2023-01-31,60.47,784
2381,CUST0146,Phone,2023-03-02,42.42,677
2382,CUST0146,Phone,2023-04-01,51.33,327
2383,CUST0146,Phone,2023-05-01,70.58,927
2384,CUST0146,Phone,2023-05-31,24.37,1642
2385,CUST0146,Phone,2023-06-30,40.16,1334
2386,CUST0146,Phone,2023-07-30,68.49,1520
2387,CUST0146,Phone,2023-08-29,3.9,868
2388,CUST0146,Phone,2023-09-28,32.57,1504
2389,CUST0147,Phone,2023-01-01,76.46,1357
2390,CUST0147,Phone,2023-01-31,52.88,1431
2391,CUST0147,Phone,2023-03-02,17.87,895
2392,CUST0147,Phone,2023-04-01,75.07,1562
2393,CUST0147,Phone,2023-05-01,55.11,1082
2394,CUST0147,Phone,2023-05-31,22.55,1267
2395,CUST0147,Phone,2023-06-30,64.45,1064
2396,CUST0147,Phone,2023-07-30,78.94,944
2397,CUST0147,Phone,2023-08-29,26.83,424
2398,CUST0147,Phone,2023-09-28,10.35,1983
2399,CUST0147,Phone,2023-10-28,21.31,117
2400,CUST0147,Phone,2023-11-27,22.04,966
2401,CUST0147,Internet,2023-01-01,20.66,842
2402,CUST0147,Internet,2023-01-31,6.41,1951
2403,CUST0147,Internet,2023-03-02,39.53,316
2404,CUST0147,Internet,2023-04-01,19.93,1992
2405,CUST0147,Internet,2023-05-01,47.76,997
2406,CUST0147,Internet,2023-05-31,75.36,544
2407,CUST0147,Internet,2023-06-30,7.49,1314
2408,CUST0147,Internet,2023-07-30,29.65,837
2409,CUST0147,Internet,2023-08-29,34.12,973
2410,CUST0147,Internet,2023-09-28,45.43,1985
2411,CUST0147,Internet,2023-10-28,74.51,366
2412,CUST0147,Internet,2023-11-27,28.2,1244
2413,CUST0147,Streaming,2023-01-01,32.61,1555
2414,CUST0147,Streaming,2023-01-31,17.64,1237
2415,CUST0147,Streaming,2023-03-02,65.46,601
2416,CUST0147,Streaming,2023-04-01,70.37,802
2417,CUST0147,Streaming,2023-05-01,53.63,840
2418,CUST0147,Streaming,2023-05-31,72.66,419
2419,CUST0147,Streaming,2023-06-30,31.88,1841
2420,CUST0147,Streaming,2023-07-30,34.07,1926
2421,CUST0147,Streaming,2023-08-29,36.28,1798
2422,CUST0147,Streaming,2023-09-28,12.28,1746
2423,CUST0147,Streaming,2023-10-28,67.71,1379
2424,CUST0147,Streaming,2023-11-27,66.91,1267
2425,CUST0148,Internet,2023-01-01,11.24,1799
2426,CUST0148,Internet,2023-01-31,11.23,397
2427,CUST0148,Streaming,2023-01-01,56.44,370
2428,CUST0148,Streaming,2023-01-31,67.25,1590
2429,CUST0149,Phone,2023-01-01,12.55,333
2430,CUST0149,Phone,2023-01-31,34.02,944
2431,CUST0149,Phone,2023-03-02,53.59,590
2432,CUST0149,Phone,2023-04-01,17.34,989
2433,CUST0149,Phone,2023-05-01,24.61,845
2434,CUST0149,Phone,2023-05-31,2.72,527
2435,CUST0149,Phone,2023-06-30,33.38,831
2436,CUST0149,Phone,2023-07-30,77.91,301
2437,CUST0149,Phone,2023-08-29,35.54,935
2438,CUST0149,Phone,2023-09-28,29.91,234
2439,CUST0149,Phone,2023-10-28,48.78,163
2440,CUST0149,Internet,2023-01-01,4.5,140
2441,CUST0149,Internet,2023-01-31,27.64,1012
2442,CUST0149,Internet,2023-03-02,43.77,1233
2443,CUST0149,Internet,2023-04-01,3.2,467
2444,CUST0149,Internet,2023-05-01,32.19,1127
2445,CUST0149,Internet,2023-05-31,32.31,1001
2446,CUST0149,Internet,2023-06-30,6.22,1518
2447,CUST0149,Internet,2023-07-30,9.32,827
2448,CUST0149,Internet,2023-08-29,71.25,642
2449,CUST0149,Internet,2023-09-28,40.54,1030
2450,CUST0149,Internet,2023-10-28,18.38,718
2451,CUST0149,Streaming,2023-01-01,75.71,200
2452,CUST0149,Streaming,2023-01-31,33.21,1364
2453,CUST0149,Streaming,2023-03-02,41.28,858
2454,CUST0149,Streaming,2023-04-01,7.87,1296
2455,CUST0149,Streaming,2023-05-01,40.27,1407
2456,CUST0149,Streaming,2023-05-31,71.93,969
2457,CUST0149,Streaming,2023-06-30,40.26,1656
2458,CUST0149,Streaming,2023-07-30,71.02,1101
2459,CUST0149,Streaming,2023-08-29,27.32,1462
2460,CUST0149,Streaming,2023-09-28,22.99,432
2461,CUST0149,Streaming,2023-10-28,39.33,804
2462,CUST0150,Phone,2023-01-01,26.15,1971
2463,CUST0150,Phone,2023-01-31,64.09,1850
2464,CUST0150,Phone,2023-03-02,8.83,1587
2465,CUST0150,Internet,2023-01-01,70.69,1161
2466,CUST0150,Internet,2023-01-31,59.13,1650
